cv_2,5F,,Polyline,""
cv_3,6E,,Polyline,""
cv_4,6F,,Polyline,""
cv_5,70,,Polyline,""
cv_6,71,,Polyline,""
cv_7,72,,Polyline,""
cv_8,73,,Polyline,""
cv_9,74,,Polyline,""
cv_10,75,,Polyline,""
cv_11,76,,Polyline,""
cv_12,77,,Polyline,""
cv_13,78,,Polyline,""
cv_14,79,,Polyline,""
cv_15,7A,,Polyline,""
cv_16,7B,,Polyline,""
cv_17,7C,,Polyline,""
cv_18,7D,,Polyline,""
cv_19,7E,,Polyline,""
cv_20,90,,Polyline,""
cv_21,92,,Polyline,""
cv_22,93,,Polyline,""
cv_23,94,,Polyline,""
cv_26,61,,MText,""
cv_27,68,,MText,""
cv_28,6C,,MText,""
cv_29,6D,,MText,""
cv_30,7F,,MText,""
cv_31,80,,MText,""
cv_32,81,,MText,""
cv_33,82,,MText,""
cv_34,83,,MText,""
cv_35,84,,MText,""
cv_36,85,,MText,""
cv_37,86,,MText,""
cv_38,87,,MText,""
cv_39,88,,MText,""
cv_40,89,,MText,""
cv_41,8A,,MText,""
cv_42,8B,,MText,""
cv_43,8C,,MText,""
cv_44,8D,,MText,""
cv_45,8E,,MText,""
cv_46,8F,,MText,""
cv_47,91,,MText,""
cv_48,95,,MText,""
cv_49,96,,MText,""
cv_50,97,,MText,""
cv_51,98,,MText,""
cv_52,99,,MText,""
cv_53,9A,,MText,""
cv_54,9B,,MText,""
cv_55,9C,,MText,""
cv_59,65,,RasterImage,""
cv_60,65,,RasterImage,""
cv_61,65,,RasterImage,""
cv_62,65,,RasterImage,""
cv_63,6A,,RasterImage,""
cv_64,6A,,RasterImage,""
cv_65,6A,,RasterImage,""
cv_66,6A,,RasterImage,""
