cv_34,5F,,MText,""
cv_35,64,,MText,""
cv_36,66,,MText,""
cv_37,67,,MText,""
cv_38,69,,MText,""
cv_39,71,,MText,""
cv_40,72,,MText,""
cv_41,73,,MText,""
cv_42,75,,MText,""
cv_43,76,,MText,""
cv_44,77,,MText,""
cv_45,78,,MText,""
cv_46,79,,MText,""
cv_47,7A,,MText,""
cv_48,7B,,MText,""
cv_49,7C,,MText,""
cv_50,7D,,MText,""
cv_51,7E,,MText,""
cv_52,7F,,MText,""
cv_53,80,,MText,""
cv_54,81,,MText,""
cv_55,82,,MText,""
cv_56,83,,MText,""
cv_57,84,,MText,""
cv_58,86,,MText,""
cv_59,87,,MText,""
cv_60,88,,MText,""
cv_61,89,,MText,""
cv_62,8A,,MText,""
cv_63,8C,,MText,""
cv_64,8D,,MText,""
cv_65,8E,,MText,""
cv_66,8F,,MText,""
cv_67,91,,MText,""
cv_68,92,,MText,""
cv_69,93,,MText,""
cv_70,94,,MText,""
cv_71,95,,MText,""
cv_72,96,,MText,""
cv_73,97,,MText,""
cv_74,98,,MText,""
cv_75,99,,MText,""
cv_76,9A,,MText,""
cv_77,9B,,MText,""
cv_78,9C,,MText,""
cv_79,9D,,MText,""
cv_80,9E,,MText,""
cv_81,9F,,MText,""
cv_82,A1,,MText,""
cv_83,A3,,MText,""
cv_84,A4,,MText,""
cv_85,A6,,MText,""
cv_86,A7,,MText,""
cv_87,A9,,MText,""
cv_88,AA,,MText,""
cv_89,AC,,MText,""
cv_90,AD,,MText,""
cv_91,AE,,MText,""
cv_92,AF,,MText,""
cv_93,B0,,MText,""
cv_94,B2,,MText,""
cv_95,B3,,MText,""
cv_96,B4,,MText,""
cv_97,B6,,MText,""
cv_98,B7,,MText,""
cv_99,B9,,MText,""
cv_100,BA,,MText,""
cv_101,BB,,MText,""
cv_102,BC,,MText,""
cv_103,BE,,MText,""
cv_104,BF,,MText,""
cv_105,C0,,MText,""
cv_106,C1,,MText,""
cv_107,C2,,MText,""
cv_108,C3,,MText,""
cv_112,6D,,RasterImage,""
cv_113,6D,,RasterImage,""
cv_114,6D,,RasterImage,""
cv_115,6D,,RasterImage,""
cv_116,C5,,RasterImage,""
cv_117,C5,,RasterImage,""
cv_118,C5,,RasterImage,""
cv_119,C5,,RasterImage,""
